,Revenue_growth_qoq,Revenue_growth_yoy,EBIT_growth_qoq,EBIT_growth_yoy,TotalAssets_growth_qoq,TotalAssets_growth_yoy,ebit_margin,ebit_margin_change,capex_intensity,debt_to_assets,asset_turnover,Revenue_volatility,EBIT_volatility,Revenue_trend,EBIT_trend,Revenue_lag1,Revenue_lag2,Revenue_lag4,EBIT_lag1,EBIT_lag2,EBIT_lag4,CapEx_lag1,CapEx_lag2,CapEx_lag4,TotalDebt_lag1,TotalDebt_lag2,TotalDebt_lag4,TotalAssets_lag1,TotalAssets_lag2,TotalAssets_lag4,Revenue_ma4,Revenue_std4,Revenue_min4,Revenue_max4,Revenue_ma8,Revenue_std8,Revenue_min8,Revenue_max8,EBIT_ma4,EBIT_std4,EBIT_min4,EBIT_max4,EBIT_ma8,EBIT_std8,EBIT_min8,EBIT_max8,ebit_margin_ma4,ebit_margin_std4,ebit_margin_min4,ebit_margin_max4,ebit_margin_ma8,ebit_margin_std8,ebit_margin_min8,ebit_margin_max8,capex_intensity_ma4,capex_intensity_std4,capex_intensity_min4,capex_intensity_max4,capex_intensity_ma8,capex_intensity_std8,capex_intensity_min8,capex_intensity_max8,treasury_change_1q,treasury_change_1y,treasury_level,vix_level,vix_percentile,high_volatility,gdp_growth,gdp_acceleration,macro_10Y_Treasury_MA2Q,macro_10Y_Treasury_MA4Q,macro_GDP_Growth_MA4Q,macro_GDP_Growth_MA8Q,macro_VIX_MA4Q,corr_Revenue_growth_yoy_GDP_Growth,corr_ebit_margin_VIX,corr_ebit_margin_10Y_Treasury
2020-09-30,-0.5080405670420799,-0.6204106301280637,0.20039421813403413,0.20039421813403413,-0.00046692607003895326,0.030129661809918495,0.10404328018223234,0.061403060537474116,0.11047835990888383,,0.45572511159555695,0.9154899941170465,11.747862192158493,-0.2384649141263251,-0.28448191353788843,35694000000.0,17571000000.0,55370000000.0,1522000000.0,-49000000.0,1522000000.0,1215000000.0,630000000.0,1710000000.0,62935411764.70588,62939705882.35294,62944000000.0,154200000000.0,153403000000.0,149620000000.0,32134750000.0,19074349641.599846,17560000000.0,57714000000.0,37605375000.0,23925600359.313274,17560000000.0,79591000000.0,2626500000.0,3161710560.229488,-49000000.0,7206000000.0,3738000000.0,3816075695.5655003,-49000000.0,11342000000.0,0.0671879669179683,0.05826194163086666,-0.002788685902908201,0.12485705374779082,0.09812997808845766,0.07737827297061185,-0.002788685902908201,0.24273263399613798,0.05499533356598957,0.037061329033585375,0.0340393343419062,0.11047835990888383,0.04771515086836531,0.026953984068339664,0.02964470355296447,0.11047835990888383,-0.036994047619047565,-1.1473437499999999,0.6650526785714286,25.80890625,0.925,1,21684.551,1418.3048000000017,0.7036169546851001,1.1237948828725035,21320.21725,21303.180625,26.37821360567077,-0.861835637178162,-0.4697686642252288,0.45627163809391225
2020-12-31,2.0,-0.04392348476972663,1.538040503557745,-0.3565084651679157,0.01195759368836291,0.024870881684254886,0.08403559325105565,-0.020007686931176688,0.04744558618314939,,1.4151092190214847,1.1525529172258209,11.668994765049534,-0.3184683247885857,-0.5545783361888448,17560000000.0,35694000000.0,57714000000.0,1827000000.0,1522000000.0,7206000000.0,1940000000.0,1215000000.0,2286000000.0,,62935411764.70588,62944000000.0,154128000000.0,154200000000.0,152186000000.0,31501000000.0,17950165403.137657,17560000000.0,55179000000.0,34553875000.0,18817115457.0779,17560000000.0,57714000000.0,1984250000.0,1950178688.3941336,-49000000.0,4637000000.0,2899875000.0,2369592878.684921,-49000000.0,7206000000.0,0.056982601793784504,0.04734582894616182,-0.002788685902908201,0.10404328018223234,0.09082148357030356,0.07532226479009109,-0.002788685902908201,0.24273263399613798,0.05695445336783264,0.03617336241156136,0.0340393343419062,0.11047835990888383,0.04831390206181533,0.02687863237874766,0.02964470355296447,0.11047835990888383,0.21389112903225804,-0.9274193548387095,0.864516129032258,25.62171875,0.9,1,22068.767,384.21600000000035,0.7575705645161293,0.8919400441628264,21354.10475,21447.043125,28.50504741218848,-0.8424774037085376,-0.573792506216266,0.5013042247006908
2021-03-31,-0.761014153935374,-0.24950202037448066,-0.8048307095104593,-1.0,-0.047072853286828975,-0.031120643012196636,0.06862819443391219,-0.015407398817143467,0.03746113596724046,,0.35982670818804174,1.1510295055981503,11.669934242203917,0.30059363194819205,0.7238503212800808,55179000000.0,17560000000.0,17571000000.0,4637000000.0,1827000000.0,-49000000.0,2618000000.0,1940000000.0,630000000.0,,,62939705882.35294,155469780000.0,154128000000.0,153403000000.0,30405000000.0,19176184413.659218,13187000000.0,55179000000.0,33929500000.0,19508141677.6249,13187000000.0,57714000000.0,2222750000.0,1654563059.1387753,905000000.0,4637000000.0,2777625000.0,2453298766.821057,-49000000.0,7206000000.0,0.07483682187798961,0.025902399191038244,0.042640219644758226,0.10404328018223234,0.08645451232949802,0.07549050344742765,-0.002788685902908201,0.24273263399613798,0.057356104100294965,0.035868621089378314,0.0340393343419062,0.11047835990888383,0.04929095611359983,0.0262374667544684,0.030883149720065017,0.11047835990888383,0.47138551031200415,-0.029098360655737787,1.3359016393442622,23.20245901639344,0.8,1,22656.793,588.0260000000017,1.1002088841882602,0.8875025441628264,21586.38875,21640.19225,27.28168370251106,-0.8006915123991161,-0.579049102593654,0.44630359067483366
2021-06-30,1.7659058163342687,0.02185241217011269,0.007734806629834168,-0.40078843626806837,-0.012211614153361694,-0.047898832684824866,0.025004112518506334,-0.04362408191540586,0.028897296704501838,,0.9937471903224488,1.2337916600603178,11.593057675515498,-0.09834566683111348,0.04314475312113368,13211320000.0,55179000000.0,35694000000.0,905000000.0,4637000000.0,1522000000.0,494000000.0,2618000000.0,1215000000.0,,,62935411764.70588,148629000000.0,155482970000.0,154200000000.0,30600000000.0,19251712356.740288,13187000000.0,55179000000.0,36093625000.0,18573681587.031384,13187000000.0,57714000000.0,2070250000.0,1765099312.5978293,905000000.0,4637000000.0,2310250000.0,2401018578.496576,-49000000.0,7206000000.0,0.07042779509642663,0.03357440746389701,0.025004112518506334,0.10404328018223234,0.05923844714479407,0.043620603695625614,-0.002788685902908201,0.12485705374779082,0.05607059469094388,0.037055344937085656,0.028897296704501838,0.11047835990888383,0.045583562854864375,0.026829958241479136,0.028897296704501838,0.11047835990888383,0.25487961065573783,0.9031622023809525,1.59078125,18.0,0.575,0,23368.861,712.0679999999993,1.4633414446721311,1.11045600459413,22444.743,21886.557625,23.15827100409836,-0.7771917609804315,-0.5839876317155334,0.5088577252437297
2021-09-30,-0.6367001151505182,-0.24538724373576315,-0.10855263157894735,-0.555008210180624,-0.017709482746877003,-0.0643231599709333,0.06135386008603124,0.036349747567524904,0.12165119613614067,,0.36753713231725077,1.1827036761693415,11.615334306484185,0.04820261437908488,-0.3128607656080187,36474000000.0,13210680000.0,17560000000.0,912000000.0,905000000.0,1827000000.0,1054000000.0,494000000.0,1940000000.0,,,,146814000000.0,148629000000.0,154128000000.0,29522750000.0,20315754287.005936,13187000000.0,55179000000.0,30828750000.0,18296475646.184666,13187000000.0,57714000000.0,1816750000.0,1880707734.6928017,813000000.0,4637000000.0,2221625000.0,2446916890.2635717,-49000000.0,7206000000.0,0.059755440072376355,0.025023064837843237,0.025004112518506334,0.08403559325105565,0.06347170349517232,0.0417001331961784,-0.002788685902908201,0.12485705374779082,0.05886380374775809,0.04253899414177614,0.028897296704501838,0.12165119613614067,0.05692956865687383,0.036992768637134035,0.028897296704501838,0.12165119613614067,-0.26593749999999994,0.6742187500000001,1.32484375,18.28734375,0.6,0,23921.991,553.130000000001,1.4578125000000002,1.2790106920941302,23004.103,22162.160125,21.27788037909836,-0.5729999128768742,-0.31839528224957125,-0.18704642159589438
2021-12-31,2.0,0.03934467822903631,2.0,0.04313133491481569,-0.07039340491411769,-0.14593039205995242,0.08434176111595466,0.022987901029923423,0.03595466434176112,,1.7378656222301345,1.5838566208385614,11.731738745064101,-0.3471797173366306,-0.6310719691757263,13251000000.0,36474000000.0,55179000000.0,813000000.0,912000000.0,4637000000.0,1612000000.0,1054000000.0,2618000000.0,,,,144214000000.0,146814000000.0,155509350000.0,30065500000.0,21237733596.91032,13187000000.0,57350000000.0,30783250000.0,18220359959.985107,13187000000.0,57350000000.0,1866750000.0,1980680417.6006444,813000000.0,4837000000.0,1925500000.0,1820772520.5056715,-49000000.0,4837000000.0,0.0598319820386011,0.02512236209053677,0.025004112518506334,0.08434176111595466,0.05840729191619281,0.035121258768486346,-0.002788685902908201,0.10404328018223234,0.05599107328741102,0.04393229913765663,0.028897296704501838,0.12165119613614067,0.05647276332762183,0.03725881174662833,0.028897296704501838,0.12165119613614067,0.20854334677419328,0.6688709677419353,1.5333870967741934,19.27515625,0.675,0,24777.038,855.0469999999987,1.4291154233870969,1.446228434029614,23681.17075,22517.63775,19.69123975409836,-0.5474021874645965,-0.476821207537371,-0.06270037442679471
2022-03-31,-0.7524498692240628,0.07659058163342691,-0.8712011577424024,-0.3116022099447514,0.009651442034529945,-0.10330420039157906,0.04388251038951891,-0.040459250726435754,0.01979291399591463,,0.42609641718251734,1.5911720984508289,11.735805288912818,0.3634265187673579,0.6265970269184412,57350000000.0,13251000000.0,13209400000.0,4837000000.0,813000000.0,905000000.0,2062000000.0,1612000000.0,494000000.0,,,,132001000000.0,144214000000.0,148629000000.0,30318000000.0,20974544015.7031,13251000000.0,57350000000.0,30361500000.0,18604867926.739727,13187000000.0,57350000000.0,1796250000.0,2030710446.2888505,623000000.0,4837000000.0,2009500000.0,1729900740.3399122,623000000.0,4837000000.0,0.05364556102750279,0.025280587445042593,0.025004112518506334,0.08434176111595466,0.06424119145274619,0.02626313611216238,0.025004112518506334,0.10404328018223234,0.05157401779457956,0.04718420415300627,0.01979291399591463,0.12165119613614067,0.05446506094743726,0.03892407691411465,0.01979291399591463,0.12165119613614067,0.4177419354838714,0.6152273929138026,1.9511290322580648,25.372903225806454,0.875,1,25215.491,438.45300000000134,1.7422580645161294,1.6000352822580646,24320.84525,22953.617,20.233850806451613,-0.4092850324230008,-0.28852878690628725,-0.4137443901870472
2022-06-30,1.0942452630837503,-0.1848439984646597,1.7640449438202248,0.888157894736842,-0.04330894766460325,-0.13153377743266992,0.057917395398896815,0.014034885009377905,0.02085295304722185,,0.9327466804702634,1.5931887399965146,1.9222241814099912,-0.07497856059106818,0.17575504523312452,14197000000.0,57350000000.0,36474000000.0,623000000.0,4837000000.0,912000000.0,281000000.0,2062000000.0,1054000000.0,,,,133275000000.0,132001000000.0,146814000000.0,28632500000.0,20582176018.74658,13251000000.0,57350000000.0,29616250000.0,18479739127.33309,13187000000.0,57350000000.0,1998750000.0,1952002796.2753186,623000000.0,4837000000.0,2034500000.0,1723281587.1387455,623000000.0,4837000000.0,0.06187388174760041,0.01991060359456678,0.04388251038951891,0.08434176111595466,0.06615083842201352,0.02547552819634089,0.025004112518506334,0.10404328018223234,0.049562931880259564,0.04862242157089253,0.01979291399591463,0.12165119613614067,0.05281676328560172,0.040171800261923456,0.01979291399591463,0.12165119613614067,0.884238473360655,1.3417993951612903,2.9325806451612904,27.3984375,0.95,1,25805.791,590.2999999999993,2.441854838709678,1.9354851310483872,24930.07775,23687.410375000003,22.583460181451613,-0.3024983918394552,0.0029081698491688827,-0.4793439392104819
2022-09-30,-0.525528050585228,0.06459889819636255,-1.0,-1.0,-0.012964400837627399,-0.12733853856074995,-0.09129024208995637,-0.17331684248190526,0.0664209257815269,,0.4483750496622964,1.595108016485217,2.1585139651644676,0.02196804330743038,-0.07439649781113199,29732000000.0,14197000000.0,13251000000.0,1722000000.0,623000000.0,813000000.0,620000000.0,281000000.0,1612000000.0,,,,127503000000.0,133275000000.0,144214000000.0,28846500000.0,20372320543.652687,14107000000.0,57350000000.0,29184625000.0,18838405217.13555,13187000000.0,57350000000.0,1388515000.0,2688759008.830405,-1627940000.0,4837000000.0,1602632500.0,2160232467.753348,-1627940000.0,4837000000.0,0.017685554955340486,0.09029497779826916,-0.11539944708300844,0.08434176111595466,0.03872049751385842,0.06533185706827617,-0.11539944708300844,0.08434176111595466,0.035755364291606126,0.0217355167283203,0.01979291399591463,0.0664209257815269,0.047309584019682105,0.033623962710119935,0.01979291399591463,0.12165119613614067,0.16851310483870963,1.7762499999999999,3.10109375,24.79272727272728,0.825,1,26272.011,466.2199999999975,3.016837197580646,2.379547631048387,25517.58275,24260.842875,24.20980606213343,0.5350310778675443,0.261436675501979,-0.5548442179187428
2022-12-31,2.0,0.05544899738448117,-1.0,-0.7610088898077321,0.011068732618196186,-0.03604518147589786,0.01909796794977697,0.1344974150327854,0.02223690731868495,,1.9028158719929584,1.7833300117981103,2.2530107826384844,-0.3958677829199385,-1.1986929875286854,14107000000.0,29732000000.0,57350000000.0,-1314082800.0,1722000000.0,4837000000.0,937000000.0,620000000.0,2062000000.0,,,,125850000000.0,127503000000.0,132001000000.0,29641500000.0,21862912988.285286,14107000000.0,60530000000.0,29853500000.0,19955108296.94635,13187000000.0,60530000000.0,510677500.0,1467747617.1217797,-1627940000.0,1722000000.0,1174966250.0,1778589109.5050607,-1627940000.0,4837000000.0,0.004333993419201353,0.07948648941975942,-0.11539944708300844,0.0642813372668606,0.030876635631737058,0.06288564985440799,-0.11539944708300844,0.08434176111595466,0.03232592503583708,0.022752016806750455,0.01979291399591463,0.0664209257815269,0.04415849916162405,0.03477105120318902,0.01979291399591463,0.12165119613614067,0.72562756147541,2.11235473955579,3.82672131147541,25.00265625,0.85,1,26734.277,462.2659999999996,3.463907530737705,2.952881184723691,26006.8925,24844.031625000003,25.641681062133436,0.33780715376509596,-0.1554242978588964,-0.6547430123813683
2023-03-31,-0.7645465058648604,0.0038740578995561936,-0.08477508650519028,0.6982343499197432,0.050250308464905746,0.0027161883323953973,0.0742351950603424,0.05513722711056543,0.021049677238282348,,0.4265884448169294,1.7836448965336658,2.2231373548469175,0.41622050166152186,-0.37392075000267,60530000000.0,14107000000.0,14197000000.0,1156000000.0,-1322342200.0,623000000.0,1346000000.0,937000000.0,281000000.0,,,,127243000000.0,125850000000.0,133275000000.0,29655250000.0,21849975337.514687,14107000000.0,60530000000.0,29986625000.0,19831206403.310772,13251000000.0,60530000000.0,577015000.0,1498820358.6709993,-1627940000.0,1722000000.0,1186632500.0,1776184117.0309067,-1627940000.0,4837000000.0,0.008962777831501935,0.08607308541095872,-0.11539944708300844,0.0742351950603424,0.03130416942950236,0.06339913770196333,-0.11539944708300844,0.08434176111595466,0.032640115846429014,0.022528835903697315,0.02085295304722185,0.0664209257815269,0.042107066820504295,0.03569449335711771,0.01979291399591463,0.12165119613614067,-0.18043098889476505,1.6951612903225801,3.646290322580645,20.6840625,0.75,0,27164.359,430.08200000000215,3.736505817028028,3.3766715073043363,26494.1095,25407.477375,24.46947088068182,0.5332041782573758,-0.27664073680149787,-0.5369792243926981
2023-06-30,1.0858125175413975,-0.00016816897618732174,0.890359168241966,0.16144018583042974,-0.01065573157134625,0.036940307286887464,0.0672789046994315,-0.006956290360910902,0.022336596360211257,,0.8993669306346577,1.7497799991874243,2.231273523724633,-5.732543141618544e-05,0.13724773186138975,14252000000.0,60530000000.0,29732000000.0,1058000000.0,1156000000.0,1722000000.0,300000000.0,1346000000.0,620000000.0,,,,133637000000.0,127243000000.0,127503000000.0,29654000000.0,21849969626.218403,14107000000.0,60530000000.0,29143250000.0,19658616255.256332,13251000000.0,60530000000.0,646515000.0,1574162429.431388,-1627940000.0,2000000000.0,1322632500.0,1793718635.4908476,-1627940000.0,4837000000.0,0.011303155156635608,0.08795459947059268,-0.11539944708300844,0.0742351950603424,0.03658851845211801,0.06455036874231813,-0.11539944708300844,0.08434176111595466,0.03301102667467636,0.022280936164540414,0.021049677238282348,0.0664209257815269,0.04128697927746797,0.036114245545465024,0.01979291399591463,0.12165119613614067,-0.05057603686635925,0.6631336405529953,3.5957142857142856,16.44125,0.425,0,27453.815,289.4559999999983,3.6210023041474657,3.542454917442585,26906.1155,25918.096625,21.730174005681818,0.2974555680019484,-0.3344612781704492,-0.2947419936402622
2023-09-30,-0.5037507989369934,0.0457219819947543,1.4655,-1.0,-0.021873794558780135,0.027580452920143106,0.29856418170534843,0.22099256117176297,0.06405911062906725,,0.4562909349602926,1.7351360593924936,2.253295777200946,0.001962635732110102,1.3377436434759231,29727000000.0,14252000000.0,14107000000.0,2000000000.0,1058000000.0,-1075311000.0,664000000.0,300000000.0,937000000.0,,,,132213000000.0,133637000000.0,125850000000.0,29815250000.0,21698847179.439438,14252000000.0,60530000000.0,29330875000.0,19491724225.113003,14107000000.0,60530000000.0,2286250000.0,1813165257.222848,1058000000.0,4931000000.0,1837382500.0,2176590913.501138,-1627940000.0,4931000000.0,0.1237179572744593,0.13568136467024805,0.01909796794977697,0.33425976138828634,0.0707017561148999,0.1241268899079855,-0.11539944708300844,0.33425976138828634,0.03242057288656145,0.0211004578568835,0.021049677238282348,0.06405911062906725,0.03408796858908379,0.01991133092732428,0.01979291399591463,0.0664209257815269,0.5539682539682542,1.0485887896825399,4.14968253968254,15.01323076923077,0.275,0,27967.697,513.8820000000014,3.872698412698413,3.80460211486322,27330.037,26423.809875,19.28529987980769,0.4626358881308221,-0.4332281203228824,-0.23891170244237872
2023-12-31,2.0,0.02197257558235588,0.7623200162238897,1.6599558133112384,0.04577756126228527,0.06285610996282709,0.14047849983834465,-0.19378126154994169,0.020126091173617848,,1.8296226735975036,1.7073378719334062,1.419223371741788,-0.4087136616328896,0.5365554948059049,14752000000.0,29727000000.0,60530000000.0,4931000000.0,2000000000.0,1156000000.0,945000000.0,664000000.0,1346000000.0,,,,129321000000.0,132213000000.0,127243000000.0,30147750000.0,22327470499.73791,14252000000.0,61860000000.0,29894625000.0,20459092592.20527,14107000000.0,61860000000.0,4169750000.0,3435256649.8007097,1058000000.0,8690000000.0,2319007500.0,3145695389.011785,-1627940000.0,8690000000.0,0.1540630902466012,0.12457844797296551,0.0672789046994315,0.33425976138828634,0.07771884845519864,0.12657082779248505,-0.11539944708300844,0.33425976138828634,0.03189286885029467,0.021463312227320463,0.020126091173617848,0.06405911062906725,0.03210939694306588,0.020477720286573367,0.01979291399591463,0.0664209257815269,0.2974142345110087,0.6203754627181386,4.4470967741935485,15.28625,0.325,0,28296.967,329.27000000000044,4.2983896569380455,3.959695980542755,27720.7095,26863.801,16.856198317307694,0.057299981152374335,-0.6807085416955575,0.3123572082316745
2024-03-31,-0.7662140316844488,0.014734774066797574,-0.876409666283084,0.01512287334593565,0.014256031824668502,0.026429806116569532,0.07426358733231918,-0.06621491250602547,0.016594056422924577,0.4583470026026289,0.4217279414444955,1.7090912215615985,1.4196989864444953,0.4240747651151412,0.6193896516577734,61860000000.0,14752000000.0,14252000000.0,8690000000.0,4931000000.0,1058000000.0,1245000000.0,945000000.0,300000000.0,,,,135241000000.0,129321000000.0,133637000000.0,30200250000.0,22277826620.132107,14462000000.0,61860000000.0,29927750000.0,20430240168.856136,14107000000.0,61860000000.0,4173750000.0,3430431496.182368,1074000000.0,8690000000.0,2375382500.0,3114848619.8747635,-1627940000.0,8690000000.0,0.1540701883145954,0.12457238419492837,0.0672789046994315,0.33425976138828634,0.08151648307304867,0.125864374831875,-0.11539944708300844,0.33425976138828634,0.03076196661996624,0.022326884468283976,0.01652606831696861,0.06405911062906725,0.03170104123319763,0.020788628556226145,0.01652606831696861,0.0664209257815269,-0.29070333157059824,0.5101031200423054,4.15639344262295,13.712539682539685,0.175,0,28624.069,327.10199999999895,4.30174510840825,4.087221760553331,28085.637,27289.87325,15.113317612942614,0.17171634976915126,-0.6884646853510065,0.49722406020997084
2024-06-30,0.0904439220024893,-0.46950583644498267,1.0661080074487894,0.10949999999999993,-0.02421100977626145,0.012366408749517888,0.14071020925808497,0.0664466219257658,0.029105897273303743,0.4470668220668221,0.4712808558962405,1.7181234485807115,1.3157830420069827,0.004347646128756971,0.023504043126684568,14462000000.0,61860000000.0,29727000000.0,1074000000.0,8690000000.0,2000000000.0,254960000.0,1245000000.0,664000000.0,62871000000.0,,,137169000000.0,135241000000.0,132213000000.0,26732060000.0,23439378290.958714,14462000000.0,61860000000.0,28224473750.0,21036700515.323895,14107000000.0,61860000000.0,4228500000.0,3385628892.8351254,1074000000.0,8690000000.0,2437507500.0,3104895768.7393823,-1627940000.0,8690000000.0,0.16630416015941224,0.11232773435881371,0.07426358733231918,0.33425976138828634,0.09186558480544721,0.12686481833107088,-0.11539944708300844,0.33425976138828634,0.032454291848239364,0.021723789978840353,0.01652606831696861,0.06405911062906725,0.032732659261457867,0.02037403603179162,0.01652606831696861,0.0664209257815269,0.2923367161072079,0.8530158730158726,4.448730158730158,13.980307692307692,0.2,0,29016.714,392.64500000000044,4.302561800676555,4.2937097330622604,28476.361750000004,27691.238625,14.498082036019536,0.45479489573023607,-0.6077992255984304,0.6135014025623954
2024-09-30,-0.05085605580215602,0.014642082429501047,-1.0,-1.0,0.0036683402068018456,0.03880266932671406,-0.05358097274184928,-0.19429118199993425,0.04977284874398717,0.4475692092393125,0.44567847013897677,1.679992960082591,1.2076230247612336,-0.16601400172213696,-0.3725198060778057,15770000000.0,14462000000.0,14752000000.0,2219000000.0,1074000000.0,4931000000.0,459000000.0,254540000.0,945000000.0,59839000000.0,62871000000.0,,133848000000.0,137169000000.0,129321000000.0,26765000000.0,23402863556.98094,14462000000.0,61860000000.0,28290125000.0,20956451529.217167,14252000000.0,61860000000.0,2795250000.0,4122420435.8604665,-802000000.0,8690000000.0,2540750000.0,2960789409.6965814,-802000000.0,8690000000.0,0.07546783092172488,0.09153869661440718,-0.05358097274184928,0.14071020925808497,0.09959289409809209,0.1138302320986392,-0.05358097274184928,0.33425976138828634,0.028882726376969342,0.014897568887286093,0.01652606831696861,0.04977284874398717,0.030651649631765397,0.017014839562719184,0.01652606831696861,0.06405911062906725,-0.4940426587301583,-0.19499503968253995,3.9546875,17.066666666666666,0.5,0,29374.914,358.2000000000007,4.20170882936508,4.251726968886664,28828.166,28079.1015,15.01144101037851,-0.6153100901000372,-0.6912963263744213,0.6759764323023
2024-12-31,2.0,0.014435822825735523,-1.0,-0.3329113924050633,0.021110772002173706,0.014300397068936155,0.09237805363886986,0.14595902638071914,0.016700396793778785,0.4257043921997449,1.82986695826499,1.6585331894363242,3.160544721657096,-0.4815112050723521,-0.9777658527859767,14968000000.0,15770000000.0,61860000000.0,-802000000.0,2219000000.0,8690000000.0,745000000.0,459000000.0,1245000000.0,60126000000.0,59839000000.0,,134339000000.0,133848000000.0,135241000000.0,26988250000.0,23849247540.54098,14462000000.0,62753000000.0,28568000000.0,21453845882.332077,14252000000.0,62753000000.0,2072000000.0,2778075712.911126,-802000000.0,5797000000.0,3120875000.0,3102008309.7199197,-802000000.0,8690000000.0,0.0634427193718562,0.08290386855027415,-0.05358097274184928,0.14071020925808497,0.1087529048092287,0.10928509674556644,-0.05358097274184928,0.33425976138828634,0.028051074665565626,0.01564831540184857,0.01652606831696861,0.04977284874398717,0.02995958581615213,0.017511348591170206,0.01652606831696861,0.06405911062906725,0.32079637096774194,-0.1716129032258067,4.275483870967742,17.363230769230768,0.55,0,29723.864,348.9500000000007,4.115085685483871,4.208823743080213,29184.89025,28452.799875,15.530686202686203,-0.4352749395895117,-0.4243792339592239,0.4214098882519734
2025-03-31,-0.7682819944863194,0.005462591619416424,-0.800241504226324,0.07821229050279332,0.06190632403863683,0.06195277358586848,0.07963688879719415,-0.012741164841675715,0.016780138917543496,0.45870209592446665,0.39929428079111945,1.658999915455294,3.1476467228024636,0.5250484190397507,0.538030888030888,62753000000.0,14968000000.0,14462000000.0,5797000000.0,-802000000.0,1074000000.0,1048000000.0,745000000.0,253700000.0,58396000000.0,60126000000.0,62871000000.0,137175000000.0,134339000000.0,137169000000.0,27008000000.0,23835445300.36447,14541000000.0,62753000000.0,28604125000.0,21426522132.544712,14462000000.0,62753000000.0,2093000000.0,2768317298.7695365,-802000000.0,5797000000.0,3133375000.0,3092695631.299198,-802000000.0,8690000000.0,0.06478604473807492,0.08318071913932153,-0.05358097274184928,0.14071020925808497,0.10942811652633518,0.10905781521089501,-0.05358097274184928,0.33425976138828634,0.028089820432153297,0.015586468444296816,0.016700396793778785,0.04977284874398717,0.02963403351919579,0.017882809128855592,0.01652606831696861,0.06405911062906725,0.17812268640930728,0.29721311475409884,4.451704761904762,18.52111111111111,0.625,0,29880.58388,252.7739999999976,4.340371682909018,4.283127021768737,29394.538445,28670.7514975,16.732829059829058,-0.23890004031098225,-0.35129802937206484,0.3524209811170834
